generator_version,flight_id,service_date,snapshot_hours_before_scheduled_gate_arrival,departure_delay_min,headwind_kts,destination_weather_index,arrival_demand_index,weather_snapshot_age_min,final_gate_wait_min,arrival_delay_min,late_30
build-zero-v1,ASTER-217-2025-06-02,2025-06-02,4,6,22.7,7.5,7.8,50,0,21,0
build-zero-v1,ASTER-217-2025-06-03,2025-06-03,4,4,29.1,0.8,6.5,36,33,23,0
build-zero-v1,ASTER-217-2025-06-04,2025-06-04,4,23,31.3,3.9,4.0,12,0,7,0
build-zero-v1,ASTER-217-2025-06-05,2025-06-05,4,1,6.5,2.9,4.1,0,0,-18,0
build-zero-v1,ASTER-217-2025-06-06,2025-06-06,4,11,21.1,2.3,2.0,19,0,0,0
build-zero-v1,ASTER-217-2025-06-07,2025-06-07,4,5,25.0,6.8,8.4,47,3,13,0
build-zero-v1,ASTER-217-2025-06-08,2025-06-08,4,8,13.6,2.4,2.8,18,28,30,1
build-zero-v1,ASTER-217-2025-06-09,2025-06-09,4,57,15.7,4.0,6.6,7,9,34,1
build-zero-v1,ASTER-217-2025-06-10,2025-06-10,4,-4,4,3.4,4.6,38,1,-8,0
build-zero-v1,ASTER-217-2025-06-11,2025-06-11,4,3,32.0,2.4,4.2,72,0,3,0
build-zero-v1,ASTER-217-2025-06-12,2025-06-12,4,7,42.8,4.8,4.2,0,0,19,0
build-zero-v1,ASTER-217-2025-06-13,2025-06-13,4,8,13.6,1.9,4.6,8,0,-5,0
build-zero-v1,ASTER-217-2025-06-14,2025-06-14,4,25,24.5,5.9,7.1,8,0,25,0
build-zero-v1,ASTER-217-2025-06-15,2025-06-15,4,13,20.3,4.0,6.4,3,0,0,0
build-zero-v1,ASTER-217-2025-06-16,2025-06-16,4,-1,24.3,2.7,4.4,53,0,-18,0
build-zero-v1,ASTER-217-2025-06-17,2025-06-17,4,8,24.5,3.1,4.5,28,0,-6,0
build-zero-v1,ASTER-217-2025-06-18,2025-06-18,4,-2,30.0,6.8,7.8,38,0,33,1
build-zero-v1,ASTER-217-2025-06-19,2025-06-19,4,2,23.9,6.1,5.0,15,2,-4,0
build-zero-v1,ASTER-217-2025-06-20,2025-06-20,4,13,16.6,2.7,7.4,32,0,-10,0
build-zero-v1,ASTER-217-2025-06-21,2025-06-21,4,5,19.7,3.2,5.0,43,8,1,0
build-zero-v1,ASTER-217-2025-06-22,2025-06-22,4,6,18.2,1.0,3.8,16,0,-3,0
build-zero-v1,ASTER-217-2025-06-23,2025-06-23,4,17,22.6,5.6,6.4,9,0,14,0
build-zero-v1,ASTER-217-2025-06-24,2025-06-24,4,2,39.6,6.8,3.5,30,0,24,0
build-zero-v1,ASTER-217-2025-06-25,2025-06-25,4,4,25.6,5.2,5.0,29,0,11,0
build-zero-v1,ASTER-217-2025-06-26,2025-06-26,4,2,27.9,3.8,8.1,10,0,13,0
build-zero-v1,ASTER-217-2025-06-27,2025-06-27,4,-3,26.6,8.7,2.2,11,8,9,0
build-zero-v1,ASTER-217-2025-06-28,2025-06-28,4,-3,23.9,2.5,4.4,66,0,-8,0
build-zero-v1,ASTER-217-2025-06-29,2025-06-29,4,2,48.4,8.3,2.5,8,3,32,1
build-zero-v1,ASTER-217-2025-06-30,2025-06-30,4,-1,33.8,5.0,4.7,38,0,18,0
build-zero-v1,ASTER-217-2025-07-01,2025-07-01,4,21,31.2,4.7,8.8,16,5,34,1
build-zero-v1,ASTER-217-2025-07-02,2025-07-02,4,4,24.3,6.2,7.8,21,3,10,0
build-zero-v1,ASTER-217-2025-07-03,2025-07-03,4,19,32.0,5.8,5.7,7,0,23,0
build-zero-v1,ASTER-217-2025-07-04,2025-07-04,4,5,4.5,3.6,5.4,8,0,3,0
build-zero-v1,ASTER-217-2025-07-05,2025-07-05,4,57,36.9,2.8,5.5,13,0,34,1
build-zero-v1,ASTER-217-2025-07-06,2025-07-06,4,18,35.4,2.4,1.6,8,0,6,0
build-zero-v1,ASTER-217-2025-07-07,2025-07-07,4,-5,39.7,2.4,4.3,49,3,10,0
build-zero-v1,ASTER-217-2025-07-08,2025-07-08,4,1,18.8,3.9,8.1,10,5,-2,0
build-zero-v1,ASTER-217-2025-07-09,2025-07-09,4,-2,8.8,4.4,7.1,44,0,-8,0
build-zero-v1,ASTER-217-2025-07-10,2025-07-10,4,16,20.0,1.9,2.1,75,0,-13,0
build-zero-v1,ASTER-217-2025-07-11,2025-07-11,4,3,27.6,2.7,4.9,2,0,-5,0
build-zero-v1,ASTER-217-2025-07-12,2025-07-12,4,-3,15.2,4.7,0.3,3,1,-9,0
build-zero-v1,ASTER-217-2025-07-13,2025-07-13,4,25,13.8,6.0,5.5,1,11,23,0
build-zero-v1,ASTER-217-2025-07-14,2025-07-14,4,8,32.3,0.9,6.5,10,0,4,0
build-zero-v1,ASTER-217-2025-07-15,2025-07-15,4,22,28.7,4.5,6.0,12,48,69,1
build-zero-v1,ASTER-217-2025-07-16,2025-07-16,4,30,12.9,4.1,5.9,17,0,7,0
build-zero-v1,ASTER-217-2025-07-17,2025-07-17,4,8,43.8,3.5,4.3,10,0,13,0
build-zero-v1,ASTER-217-2025-07-18,2025-07-18,4,18,22.4,2.2,6.7,7,0,5,0
build-zero-v1,ASTER-217-2025-07-19,2025-07-19,4,17,31.4,4.6,5.1,13,8,30,1
build-zero-v1,ASTER-217-2025-07-20,2025-07-20,4,12,10.1,6.9,6.3,5,0,8,0
build-zero-v1,ASTER-217-2025-07-21,2025-07-21,4,-5,27.1,6.4,5.3,0,17,22,0
build-zero-v1,ASTER-217-2025-07-22,2025-07-22,4,7,15.1,0,1.0,12,7,-14,0
build-zero-v1,ASTER-217-2025-07-23,2025-07-23,4,6,34.0,1.7,4.7,5,0,19,0
build-zero-v1,ASTER-217-2025-07-24,2025-07-24,4,-5,33.5,3.5,8.1,5,15,20,0
build-zero-v1,ASTER-217-2025-07-25,2025-07-25,4,23,25.0,2.1,7.3,31,22,24,0
build-zero-v1,ASTER-217-2025-07-26,2025-07-26,4,12,4,6.2,3.7,13,0,-7,0
build-zero-v1,ASTER-217-2025-07-27,2025-07-27,4,-5,17.7,4.5,5.0,41,0,-18,0
build-zero-v1,ASTER-217-2025-07-28,2025-07-28,4,-2,25.1,6.7,10,43,12,26,0
build-zero-v1,ASTER-217-2025-07-29,2025-07-29,4,2,20.3,0,6.6,26,18,6,0
build-zero-v1,ASTER-217-2025-07-30,2025-07-30,4,11,16.8,2.2,3.5,1,29,29,0
build-zero-v1,ASTER-217-2025-07-31,2025-07-31,4,7,42.8,4.1,3.4,19,2,16,0
build-zero-v1,ASTER-217-2025-08-01,2025-08-01,4,14,25.3,0,4.7,37,28,16,0
build-zero-v1,ASTER-217-2025-08-02,2025-08-02,4,18,17.7,2.5,4.3,6,0,-11,0
build-zero-v1,ASTER-217-2025-08-03,2025-08-03,4,-2,28.6,7.3,5.0,5,10,20,0
build-zero-v1,ASTER-217-2025-08-04,2025-08-04,4,10,48.3,3.5,6.2,26,0,25,0
build-zero-v1,ASTER-217-2025-08-05,2025-08-05,4,28,27.1,1.8,6.2,6,14,30,1
build-zero-v1,ASTER-217-2025-08-06,2025-08-06,4,3,27.7,3.9,4.1,17,0,-3,0
build-zero-v1,ASTER-217-2025-08-07,2025-08-07,4,40,39.1,0,8.1,22,0,27,0
build-zero-v1,ASTER-217-2025-08-08,2025-08-08,4,15,25.4,1.6,1.7,29,0,-4,0
build-zero-v1,ASTER-217-2025-08-09,2025-08-09,4,54,20.5,0.0,3.9,12,0,9,0
build-zero-v1,ASTER-217-2025-08-10,2025-08-10,4,11,30.0,1.1,6.3,28,38,45,1
build-zero-v1,ASTER-217-2025-08-11,2025-08-11,4,0,30.8,3.9,4.8,11,0,14,0
build-zero-v1,ASTER-217-2025-08-12,2025-08-12,4,-1,18.7,4.2,7.2,22,0,2,0
build-zero-v1,ASTER-217-2025-08-13,2025-08-13,4,-5,21.1,1.8,5.0,45,1,-4,0
build-zero-v1,ASTER-217-2025-08-14,2025-08-14,4,14,18.7,3.0,4.9,1,1,3,0
build-zero-v1,ASTER-217-2025-08-15,2025-08-15,4,-3,9.6,5.8,6.3,5,0,0,0
build-zero-v1,ASTER-217-2025-08-16,2025-08-16,4,1,15.9,5.4,4.0,2,1,2,0
build-zero-v1,ASTER-217-2025-08-17,2025-08-17,4,17,27.9,3.6,4.7,1,5,17,0
build-zero-v1,ASTER-217-2025-08-18,2025-08-18,4,9,20.5,1.1,6.2,13,0,-2,0
build-zero-v1,ASTER-217-2025-08-19,2025-08-19,4,82,22.9,2.7,4.3,22,0,35,1
build-zero-v1,ASTER-217-2025-08-20,2025-08-20,4,19,22.1,0.4,5.4,9,0,1,0
build-zero-v1,ASTER-217-2025-08-21,2025-08-21,4,29,30.8,5.5,6.8,3,0,36,1
build-zero-v1,ASTER-217-2025-08-22,2025-08-22,4,3,18.2,4.7,1.7,18,0,7,0
build-zero-v1,ASTER-217-2025-08-23,2025-08-23,4,5,31.1,3.6,2.4,58,0,3,0
build-zero-v1,ASTER-217-2025-08-24,2025-08-24,4,-1,21.9,8.1,2.9,11,0,6,0
build-zero-v1,ASTER-217-2025-08-25,2025-08-25,4,0,16.8,2.9,4.3,1,0,-18,0
build-zero-v1,ASTER-217-2025-08-26,2025-08-26,4,7,40.6,0.5,7.4,1,0,8,0
build-zero-v1,ASTER-217-2025-08-27,2025-08-27,4,17,30.2,5.0,6.5,4,0,3,0
build-zero-v1,ASTER-217-2025-08-28,2025-08-28,4,15,21.7,4.9,5.5,12,8,18,0
build-zero-v1,ASTER-217-2025-08-29,2025-08-29,4,49,32.0,2.1,2.9,3,0,22,0
build-zero-v1,ASTER-217-2025-08-30,2025-08-30,4,1,29.3,0.8,2.3,4,0,-8,0
build-zero-v1,ASTER-217-2025-08-31,2025-08-31,4,9,20.5,0,5.1,18,0,-2,0
build-zero-v1,ASTER-217-2025-09-01,2025-09-01,4,3,28.3,0,5.3,2,0,-5,0
build-zero-v1,ASTER-217-2025-09-02,2025-09-02,4,16,32.2,3.8,9.0,29,6,25,0
build-zero-v1,ASTER-217-2025-09-03,2025-09-03,4,3,33.4,2.9,2.3,19,0,4,0
build-zero-v1,ASTER-217-2025-09-04,2025-09-04,4,-2,21.4,1.9,3.6,14,0,-12,0
build-zero-v1,ASTER-217-2025-09-05,2025-09-05,4,14,35.1,4.8,9.0,6,0,26,0
build-zero-v1,ASTER-217-2025-09-06,2025-09-06,4,75,22.9,3.6,4.1,50,12,46,1
build-zero-v1,ASTER-217-2025-09-07,2025-09-07,4,5,25.2,5.7,5.7,33,1,3,0
build-zero-v1,ASTER-217-2025-09-08,2025-09-08,4,4,44.4,0,3.2,4,0,-4,0
build-zero-v1,ASTER-217-2025-09-09,2025-09-09,4,11,29.3,0,5.0,42,0,-7,0
build-zero-v1,ASTER-217-2025-09-10,2025-09-10,4,-3,29.4,4.1,10,3,3,11,0
build-zero-v1,ASTER-217-2025-09-11,2025-09-11,4,4,20.6,0.8,5.4,6,30,18,0
build-zero-v1,ASTER-217-2025-09-12,2025-09-12,4,-1,24.6,7.1,4.3,28,2,7,0
build-zero-v1,ASTER-217-2025-09-13,2025-09-13,4,17,31.7,4.1,4.5,6,0,15,0
build-zero-v1,ASTER-217-2025-09-14,2025-09-14,4,-4,34.4,3.1,8.4,5,0,1,0
build-zero-v1,ASTER-217-2025-09-15,2025-09-15,4,11,26.9,3.7,1.8,27,10,18,0
build-zero-v1,ASTER-217-2025-09-16,2025-09-16,4,27,26.6,3.2,9.0,2,0,20,0
build-zero-v1,ASTER-217-2025-09-17,2025-09-17,4,14,14.5,4.0,9.3,30,1,-2,0
build-zero-v1,ASTER-217-2025-09-18,2025-09-18,4,24,32.5,2.2,5.0,52,0,18,0
build-zero-v1,ASTER-217-2025-09-19,2025-09-19,4,73,26.9,0.9,6.4,38,0,28,0
build-zero-v1,ASTER-217-2025-09-20,2025-09-20,4,-4,26.5,1.7,10,4,37,34,1
build-zero-v1,ASTER-217-2025-09-21,2025-09-21,4,4,38.2,4.6,7.1,5,14,30,1
build-zero-v1,ASTER-217-2025-09-22,2025-09-22,4,9,27.5,1.4,6.7,25,0,-6,0
build-zero-v1,ASTER-217-2025-09-23,2025-09-23,4,1,24.4,5.1,4.0,11,17,17,0
build-zero-v1,ASTER-217-2025-09-24,2025-09-24,4,0,21.6,4.4,4.4,19,0,-7,0
build-zero-v1,ASTER-217-2025-09-25,2025-09-25,4,-4,37.7,0.5,6.0,1,0,-7,0
build-zero-v1,ASTER-217-2025-09-26,2025-09-26,4,65,15.1,2.9,7.5,6,0,21,0
build-zero-v1,ASTER-217-2025-09-27,2025-09-27,4,5,28.9,4.9,7.2,0,2,11,0
build-zero-v1,ASTER-217-2025-09-28,2025-09-28,4,15,13.7,4.7,4.6,2,45,55,1
build-zero-v1,ASTER-217-2025-09-29,2025-09-29,4,7,11.4,3.5,2.2,5,0,-12,0
build-zero-v1,ASTER-217-2025-09-30,2025-09-30,4,33,31.1,3.2,4.6,33,0,29,0
build-zero-v1,ASTER-217-2025-10-01,2025-10-01,4,5,22.0,0.1,6.2,60,0,-5,0
build-zero-v1,ASTER-217-2025-10-02,2025-10-02,4,10,37.6,5.2,5.4,25,8,20,0
build-zero-v1,ASTER-217-2025-10-03,2025-10-03,4,29,35.1,1.5,4.1,24,0,15,0
build-zero-v1,ASTER-217-2025-10-04,2025-10-04,4,82,35.7,4.4,3.9,23,3,49,1
build-zero-v1,ASTER-217-2025-10-05,2025-10-05,4,17,19.0,0,6.2,19,11,1,0
build-zero-v1,ASTER-217-2025-10-06,2025-10-06,4,2,23.1,2.1,5.9,48,22,14,0
build-zero-v1,ASTER-217-2025-10-07,2025-10-07,4,16,28.2,2.5,6.9,3,0,6,0
build-zero-v1,ASTER-217-2025-10-08,2025-10-08,4,8,22.5,4.6,3.1,8,21,21,0
build-zero-v1,ASTER-217-2025-10-09,2025-10-09,4,3,13.3,0,0.5,6,0,-18,0
build-zero-v1,ASTER-217-2025-10-10,2025-10-10,4,0,20.9,5.6,8.9,35,13,28,0
build-zero-v1,ASTER-217-2025-10-11,2025-10-11,4,16,31.4,4.3,3.9,24,0,10,0
build-zero-v1,ASTER-217-2025-10-12,2025-10-12,4,-5,25.8,5.1,3.7,23,16,10,0
build-zero-v1,ASTER-217-2025-10-13,2025-10-13,4,17,8.6,2.1,7.7,33,0,9,0
build-zero-v1,ASTER-217-2025-10-14,2025-10-14,4,24,18.2,5.7,6.3,16,0,12,0
build-zero-v1,ASTER-217-2025-10-15,2025-10-15,4,6,6.3,6.3,6.6,12,16,14,0
build-zero-v1,ASTER-217-2025-10-16,2025-10-16,4,1,21.0,4.5,8.6,6,0,4,0
build-zero-v1,ASTER-217-2025-10-17,2025-10-17,4,53,19.5,4.4,9.4,32,0,24,0
build-zero-v1,ASTER-217-2025-10-18,2025-10-18,4,35,31.7,1.4,2.4,8,0,14,0
build-zero-v1,ASTER-217-2025-10-19,2025-10-19,4,28,16.1,4.2,7.4,8,9,14,0
build-zero-v1,ASTER-217-2025-10-20,2025-10-20,4,78,26.8,2.6,4.8,0,0,39,1
build-zero-v1,ASTER-217-2025-10-21,2025-10-21,4,61,9.4,1.9,3.7,50,11,32,1
build-zero-v1,ASTER-217-2025-10-22,2025-10-22,4,6,42.9,0,4.5,0,0,7,0
build-zero-v1,ASTER-217-2025-10-23,2025-10-23,4,68,36.3,4.6,5.1,21,1,52,1
build-zero-v1,ASTER-217-2025-10-24,2025-10-24,4,22,35.0,2.8,0,29,0,-3,0
build-zero-v1,ASTER-217-2025-10-25,2025-10-25,4,3,31.4,2.5,2.8,9,0,-3,0
build-zero-v1,ASTER-217-2025-10-26,2025-10-26,4,15,33.4,3.5,3.7,16,9,24,0
build-zero-v1,ASTER-217-2025-10-27,2025-10-27,4,6,27.9,4.6,6.0,12,0,3,0
build-zero-v1,ASTER-217-2025-10-28,2025-10-28,4,1,29.4,1.5,4.4,2,0,-5,0
build-zero-v1,ASTER-217-2025-10-29,2025-10-29,4,2,19.4,3.2,2.6,8,4,-18,0
build-zero-v1,ASTER-217-2025-10-30,2025-10-30,4,16,23.8,1.6,0.8,42,0,-2,0
build-zero-v1,ASTER-217-2025-10-31,2025-10-31,4,11,39.3,0,4.4,5,0,-1,0
build-zero-v1,ASTER-217-2025-11-01,2025-11-01,4,26,36.6,5.7,7.9,7,0,20,0
build-zero-v1,ASTER-217-2025-11-02,2025-11-02,4,1,41.4,1.0,9.3,27,0,3,0
build-zero-v1,ASTER-217-2025-11-03,2025-11-03,4,8,52.4,6.8,6.3,3,0,32,1
build-zero-v1,ASTER-217-2025-11-04,2025-11-04,4,-1,23.7,1.2,4.8,5,8,-3,0
build-zero-v1,ASTER-217-2025-11-05,2025-11-05,4,-5,41.5,7.2,4.0,5,0,20,0
build-zero-v1,ASTER-217-2025-11-06,2025-11-06,4,7,35.0,4.4,4.0,24,3,23,0
build-zero-v1,ASTER-217-2025-11-07,2025-11-07,4,20,44.6,7.4,8.2,48,43,86,1
build-zero-v1,ASTER-217-2025-11-08,2025-11-08,4,3,43.0,3.4,5.6,4,0,7,0
build-zero-v1,ASTER-217-2025-11-09,2025-11-09,4,6,40.3,7.3,5.2,6,14,33,1
build-zero-v1,ASTER-217-2025-11-10,2025-11-10,4,16,32.9,5.1,6.2,50,0,29,0
build-zero-v1,ASTER-217-2025-11-11,2025-11-11,4,81,32.2,2.4,7.0,35,0,55,1
build-zero-v1,ASTER-217-2025-11-12,2025-11-12,4,3,44.1,4.7,8.4,14,11,25,0
build-zero-v1,ASTER-217-2025-11-13,2025-11-13,4,4,38.6,2.9,5.3,2,0,17,0
build-zero-v1,ASTER-217-2025-11-14,2025-11-14,4,23,45.3,4.5,5.6,28,0,28,0
build-zero-v1,ASTER-217-2025-11-15,2025-11-15,4,24,44.4,3.6,7.6,2,10,33,1
build-zero-v1,ASTER-217-2025-11-16,2025-11-16,4,6,39.6,4.4,5.4,2,0,15,0
build-zero-v1,ASTER-217-2025-11-17,2025-11-17,4,83,37.8,4.1,3.1,7,8,60,1
build-zero-v1,ASTER-217-2025-11-18,2025-11-18,4,13,29.6,3.7,5.5,10,0,6,0
build-zero-v1,ASTER-217-2025-11-19,2025-11-19,4,29,35.4,4.2,5.4,11,4,33,1
build-zero-v1,ASTER-217-2025-11-20,2025-11-20,4,49,44.3,6.9,7.2,9,9,68,1
build-zero-v1,ASTER-217-2025-11-21,2025-11-21,4,2,60.2,4.6,7.6,12,0,27,0
build-zero-v1,ASTER-217-2025-11-22,2025-11-22,4,11,22.9,2.8,7.7,0,5,3,0
build-zero-v1,ASTER-217-2025-11-23,2025-11-23,4,11,23.6,4.9,8.1,0,0,15,0
build-zero-v1,ASTER-217-2025-11-24,2025-11-24,4,9,47.8,5.9,6.7,17,4,35,1
build-zero-v1,ASTER-217-2025-11-25,2025-11-25,4,0,33.7,4.0,7.2,1,24,28,0
build-zero-v1,ASTER-217-2025-11-26,2025-11-26,4,3,36.4,7.0,2.2,19,17,21,0
build-zero-v1,ASTER-217-2025-11-27,2025-11-27,4,7,34.6,6.2,6.4,27,0,33,1
build-zero-v1,ASTER-217-2025-11-28,2025-11-28,4,8,24.5,2.2,5.9,28,0,-9,0
build-zero-v1,ASTER-217-2025-11-29,2025-11-29,4,66,40.3,9.3,4.5,0,0,57,1
build-zero-v1,ASTER-217-2025-11-30,2025-11-30,4,3,40.8,8.0,4.6,9,8,27,0
build-zero-v1,ASTER-217-2025-12-01,2025-12-01,4,8,35.8,2.3,4.2,12,12,31,1
build-zero-v1,ASTER-217-2025-12-02,2025-12-02,4,3,24.6,3.1,6.4,15,10,6,0
build-zero-v1,ASTER-217-2025-12-03,2025-12-03,4,3,36.8,3.5,7.5,3,0,12,0
build-zero-v1,ASTER-217-2025-12-04,2025-12-04,4,15,9.0,3.7,3.9,4,0,3,0
build-zero-v1,ASTER-217-2025-12-05,2025-12-05,4,53,18.5,4.9,4.9,22,0,27,0
build-zero-v1,ASTER-217-2025-12-06,2025-12-06,4,19,30.2,5.7,6.6,69,2,17,0
build-zero-v1,ASTER-217-2025-12-07,2025-12-07,4,21,35.8,4.4,4.6,45,0,20,0
build-zero-v1,ASTER-217-2025-12-08,2025-12-08,4,-1,38.3,4.2,4.5,20,0,10,0
build-zero-v1,ASTER-217-2025-12-09,2025-12-09,4,11,14.7,4.8,7.3,1,0,-6,0
build-zero-v1,ASTER-217-2025-12-10,2025-12-10,4,12,46.5,8.6,2.2,22,0,26,0
build-zero-v1,ASTER-217-2025-12-11,2025-12-11,4,8,34.5,5.8,7.9,4,0,6,0
build-zero-v1,ASTER-217-2025-12-12,2025-12-12,4,1,24.6,6.4,8.1,5,0,8,0
build-zero-v1,ASTER-217-2025-12-13,2025-12-13,4,1,52.6,3.9,7.2,47,0,29,0
build-zero-v1,ASTER-217-2025-12-14,2025-12-14,4,11,23.9,3.9,4.8,2,0,0,0
build-zero-v1,ASTER-217-2025-12-15,2025-12-15,4,45,40.6,5.7,5.9,16,21,58,1
build-zero-v1,ASTER-217-2025-12-16,2025-12-16,4,0,37.8,2.1,3.3,7,0,1,0
build-zero-v1,ASTER-217-2025-12-17,2025-12-17,4,1,49.1,5.2,3.5,7,0,24,0
build-zero-v1,ASTER-217-2025-12-18,2025-12-18,4,-1,38.4,1.2,2.2,27,0,-5,0
build-zero-v1,ASTER-217-2025-12-19,2025-12-19,4,4,35.0,4.5,6.1,35,6,11,0
build-zero-v1,ASTER-217-2025-12-20,2025-12-20,4,6,29.1,4.9,6.3,29,0,8,0
